Number	Cell	Slice	Date	Sample	Mouse	Mouse date of birth	Mouse age	Targeted layer	Cre	Number of genes detected	RNA family	RNA type	RNA type confidence	RNA type top-3	ALM/VISp top-3	Length (bp)	Yield (pg/µl)	User	Hold Time (min)	Soma depth (µm)	Soma depth (4x)	Cortical thickness (4x)	Cortical thickness (µm)	Traced	Exclusion reasons
1166	20190821_sample_5	20190821_slice_5	2019-08-21	Sample 5	mouse_CUEES	2019-06-22	60	5	SLC17a8+	5178	IT	L6 IT_1	0.67	L6 IT_1 (66.6%), L5 IT_3 (10.0%), L6 CT Cpa6 (8.3%)	L6 IT VISp Penk Fst (87.0%), L6 IT VISp Col23a1 Adamts2 (10.0%)	2118	100.23	Fede	25	1272.5	464.8	577.6	1594.176	y	
1167	20190821_sample_6	20190821_slice_6	2019-08-21	Sample 6	mouse_CUEES	2019-06-22	60	5	SLC17a8+	6886	IT	L4/5 IT_1	0.51	L4/5 IT_1 (51.0%), L2/3 IT_3 (41.0%), L5 IT_3 (4.0%)	L4 IT VISp Rspo1 (41.0%), L5 IT ALM Pld5 (34.0%), L2/3 IT VISp Agmat (13.0%)	2433	111.54	Fede	22	473	175.4	672.6	1856.376		
1168	20190821_sample_7	20190821_slice_7	2019-08-21	Sample 7	mouse_CUEES	2019-06-22	60	5	SLC17a8+	5537	IT	L4/5 IT_1	0.89	L4/5 IT_1 (88.9%), L4/5 IT_2 (4.4%), L6 CT Pou3f2 (3.0%)	L4 IT VISp Rspo1 (92.0%), L5 IT ALM Pld5 (7.0%)	1930	82.72	Fede	25	498.8	182.8	654.7	1806.972		
1169	20190823_sample_1	20190823_slice_1	2019-08-23	Sample 1	mouse_NZDYM	2019-06-09	75	5	SLC17a8+	8947	IT	L4/5 IT_1	0.99	L4/5 IT_1 (99.4%)	L5 IT ALM Pld5 (57.0%), L4 IT VISp Rspo1 (43.0%)	2136	239.15	Fede	14	399.2	144.5	501.5	1384.14	y	
1170	20190823_sample_3	20190823_slice_3	2019-08-23	Sample 3	mouse_NZDYM	2019-06-09	75	6	SLC17a8+	4019	Pvalb	Pvalb Calb1_1	0.5	Pvalb Calb1_1 (50.0%), Pvalb Calb1_2 (39.3%), Pvalb Gpr149 (5.0%)	Pvalb Th Sst (42.0%), Sst Tac1 Tacr3 (17.0%), Pvalb Calb1 Sst (15.0%)	2066	62.98	Fede	30	1279.4	458.3	532.7	1470.252		
1171	20190823_sample_5	20190823_slice_4	2019-08-23	Sample 5	mouse_NZDYM	2019-06-09	75	6	SLC17a8+	1480	low quality					1503	62.82	Fede	10	1036.2	384.8	506	1396.56		
1172	20190823_sample_6	20190823_slice_5	2019-08-23	Sample 6	mouse_NZDYM	2019-06-09	75	5	SLC17a8+	6487	IT	L4/5 IT_2	0.72	L4/5 IT_2 (72.4%), L4/5 IT_1 (11.4%), L5 IT_1 (10.0%)	L5 IT ALM Lypd1 Gpr88 (75.0%), L5 IT ALM Cbln4 Fezf2 (10.0%), L4 IT VISp Rspo1 (8.0%)	1979	143.05	Fede	17	935.7	339.4	545.4	1505.304	y	
1173	20190823_sample_7	20190823_slice_6	2019-08-23	Sample 7	mouse_NZDYM	2019-06-09	75	5	SLC17a8+	6059	IT	L4/5 IT_1	0.47	L4/5 IT_1 (47.4%), L4/5 IT_2 (21.3%), L5 IT_1 (11.1%)	L4 IT VISp Rspo1 (94.0%), L5 IT ALM Pld5 (6.0%)	1914	84.58	Fede	10	523.8	188.2	534.4	1474.944		
1174	20190827_sample_1	20190827_slice_1	2019-08-27	Sample 1	mouse_JYRHH	2019-06-16	72	5	SST+	8044	Sst	Sst C1ql3_1	0.77	Sst C1ql3_1 (76.6%), Sst C1ql3_2 (14.0%), Pvalb Egfem1 (5.9%)	Sst Rxfp1 Eya1 (100.0%)	2296	388.69	Fede	55	924.7	337.7	609.4	1681.944	y	
1175	20190827_sample_2	20190827_slice_2	2019-08-27	Sample 2	mouse_JYRHH	2019-06-16	72	6	SST+	836	low quality					1504	54.91	Fede	62	1329.1	475.9	611.6	1688.016		
1176	20190827_sample_3	20190827_slice_2	2019-08-27	Sample 3	mouse_JYRHH	2019-06-16	72	5	SST+	4595	Sst	Sst Hpse	0.56	Sst Hpse (55.6%), Sst Htr1a (27.9%), Sst Calb2 (11.7%)	Sst Hpse Sema3c (92.0%), Sst Hpse Cbln4 (8.0%)	1585	98.52	Fede	42	838.1	300.9	611.6	1688.016		
1177	20190827_sample_4	20190827_slice_3	2019-08-27	Sample 4	mouse_JYRHH	2019-06-16	72	5	SST+	4156	Sst	Sst Etv1	0.43	Sst Etv1 (42.7%), Sst Pvalb Etv1 (22.1%), Sst Pvalb Calb2 (15.0%)	Sst Myh8 Etv1  (70.0%), Sst Nr2f2 Necab1 (24.0%), Sst Tac1 Htr1d (3.0%)	1556	87	Fede	45	746.7	253.8	582.4	1607.424	y	
1178	20190827_sample_5	20190827_slice_3	2019-08-27	Sample 5	mouse_JYRHH	2019-06-16	72	6	SST+	2831	IT	L2/3 IT_3	0.18	L2/3 IT_3 (18.4%), L6 CT Pou3f2 (13.3%), L5 IT_3 (10.1%)	L2/3 IT VISp Rrad (75.0%), L6 IT VISp Penk Fst (17.0%), L6 CT ALM Cpa6 (6.0%)	1523	58.94	Fede	8	1300.4	472.1	582.4	1607.424		
1179	20190827_sample_6	20190827_slice_4	2019-08-27	Sample 6	mouse_JYRHH	2019-06-16	72	6	SST+	6339	Sst	Sst Th_3	0.97	Sst Th_3 (96.7%)	Sst Nts (100.0%)	1938	172.24	Fede	30	1604.7	586.8	643.4	1775.784		
1180	20190827_sample_7	20190827_slice_5	2019-08-27	Sample 7	mouse_JYRHH	2019-06-16	72	6	SST+	6734	Pvalb	Pvalb Gabrg1	0.74	Pvalb Gabrg1 (73.6%), Sst Th_3 (17.7%), Pvalb Egfem1 (7.6%)	Pvalb Th Sst (75.0%), Pvalb Gabrg1 (25.0%)	2106	139.28	Fede	32	1765	642.7	696.4	1922.064	y	
1181	20190827_sample_8	20190827_slice_6	2019-08-27	Sample 8	mouse_JYRHH	2019-06-16	72	5	SST+	7313	Sst	Sst Hpse	0.86	Sst Hpse (85.7%), Sst Pvalb Calb2 (5.9%), Sst Crhr2_1 (3.9%)	Sst Hpse Cbln4 (62.0%), Sst Calb2 Pdlim5 (17.0%), Sst Crhr2 Efemp1 (10.0%)	1843	149.28	Fede	55	912	314.3	679.8	1876.248		
1182	20190827_sample_9	20190827_slice_6	2019-08-27	Sample 9	mouse_JYRHH	2019-06-16	72	6	SST+	5089	Sst	Sst Th_3	0.84	Sst Th_3 (84.3%), Sst Myh8_1 (4.7%), Sst Penk (3.4%)	Sst Nts (100.0%)	1709	72.95	Fede	25	1405.5	516.3	679.8	1876.248		
1183	20190828_sample_1	20190828_slice_1	2019-08-28	Sample 1	mouse_GHNSF	2019-06-30	59	5	VIP+	6043	Vip	Vip Mybpc1_1	0.78	Vip Mybpc1_1 (78.4%), Vip Chat_1 (6.6%), Vip Chat_2 (5.6%)	Vip Lmo1 Fam159b (48.0%), Vip Lmo1 Myl1 (46.0%), Vip Rspo4 Rxfp1 Chat (5.0%)	1956	184.37	Fede	20	615.7	229.4	546.9	1509.444		
1184	20190828_sample_3	20190828_slice_3	2019-08-28	Sample 3	mouse_GHNSF	2019-06-30	59	6	VIP+	5699	Vip	Vip Mybpc1_3	0.52	Vip Mybpc1_3 (52.1%), Vip C1ql1 (32.9%), Vip Gpc3 (8.7%)	Vip Igfbp4 Mab21l1 (96.0%)	2143	106.69	Fede	20	869.2	311.4	485.9	1341.084		
1185	20190828_sample_4	20190828_slice_4	2019-08-28	Sample 4	mouse_GHNSF	2019-06-30	59	5	VIP+	4475	Vip	Vip Gpc3	0.99	Vip Gpc3 (98.9%)	Vip Arhgap36 Hmcn1 (100.0%)	2115	104.02	Fede	21	1011.1	369.8	571.3	1576.788		
1186	20190828_sample_5	20190828_slice_5	2019-08-28	Sample 5	mouse_GHNSF	2019-06-30	59	5	VIP+	4499	Vip	Vip Gpc3	0.74	Vip Gpc3 (73.9%), Vip Chat_1 (11.0%), Vip C1ql1 (5.9%)	Vip Gpc3 Slc18a3 (74.0%), Vip Ptprt Pkp2 (20.0%), Vip Arhgap36 Hmcn1 (3.0%)	1675	128.61	Fede	33	968.8	350.3	599.3	1654.068	y	
1187	20190828_sample_6	20190828_slice_6	2019-08-28	Sample 6	mouse_GHNSF	2019-06-30	59	5	VIP+	4842	Vip	Vip Gpc3	0.94	Vip Gpc3 (93.6%), Vip C1ql1 (6.3%)	Vip Arhgap36 Hmcn1 (83.0%), Vip Igfbp4 Mab21l1 (17.0%)	1524	246.94	Fede	40	711.9	253.6	541.8	1495.368		
1188	20190828_sample_7	20190828_slice_7	2019-08-28	Sample 7	mouse_GHNSF	2019-06-30	59	5	VIP+	5916	Vip	Vip Mybpc1_2	0.97	Vip Mybpc1_2 (96.9%)	Vip Crispld2 Kcne4 (96.0%)	1911	133.5	Fede	18	374.4	137.1	610.5	1684.98	y	
1189	20190829_sample_1	20190829_slice_1	2019-08-29	Sample 1	mouse_AWOAY	2019-07-07	53	2/3	NPY+	420	low quality					1550	64.58	Fede	30	239.2	85.1	508.6	1403.736		
1190	20190829_sample_2	20190829_slice_2	2019-08-29	Sample 2	mouse_AWOAY	2019-07-07	53	5	NPY+	6181	Lamp5	Lamp5 Slc35d3	0.4	Lamp5 Slc35d3 (39.9%), Lamp5 Pdlim5_2 (39.4%), Vip Serpinf1_3 (13.9%)	Lamp5 Lsp1 (56.0%), Lamp5 Plch2 Dock5 (29.0%), Serpinf1 Clrn1 (10.0%)	1826	140.54	Fede	40	781.6	284.4	558.9	1542.564		
1191	20190829_sample_3	20190829_slice_3	2019-08-29	Sample 3	mouse_AWOAY	2019-07-07	53	5	NPY+	7984	IT	L6 IT_2	0.93	L6 IT_2 (93.0%), L6 IT_1 (5.9%)	L6 IT VISp Penk Col27a1 (63.0%), L6 IT VISp Penk Fst (20.0%), L6 IT ALM Tgfb1 (10.0%)	2252	226.64	Fede	40	1100.3	400.9	481.6	1329.216		
1192	20190829_sample_4	20190829_slice_3	2019-08-29	Sample 4	mouse_AWOAY	2019-07-07	53	2/3	NPY+	2880	Lamp5	Lamp5 Slc35d3	0.72	Lamp5 Slc35d3 (72.3%), Lamp5 Pdlim5_2 (22.3%), Lamp5 Lhx6 (2.6%)	Lamp5 Lsp1 (85.0%), Lamp5 Plch2 Dock5 (9.0%), Meis2 Adamts19 (3.0%)	1521	102.12	Fede	30	137.1	48.5	481.6	1329.216		
1193	20190829_sample_6	20190829_slice_4	2019-08-29	Sample 6	mouse_AWOAY	2019-07-07	53	5	NPY+	5222	Lamp5	Lamp5 Slc35d3	0.51	Lamp5 Slc35d3 (50.9%), Lamp5 Pdlim5_2 (48.7%)	Lamp5 Lsp1 (77.0%), Lamp5 Plch2 Dock5 (23.0%)	1626	97.87	Fede	36	1036.9	380.5	453	1250.28	y	
1194	20190829_sample_9	20190829_slice_7	2019-08-29	Sample 9	mouse_AWOAY	2019-07-07	53	5	NPY+	6917	Pvalb	Pvalb Il1rapl2	0.97	Pvalb Il1rapl2 (96.9%)	Pvalb Tpbg (85.0%), Pvalb Reln Itm2a (10.0%)	1971	150.36	Fede	20	778.7	284.4	559.9	1545.324		
1195	20190830_sample_1	20190830_slice_1	2019-08-30	Sample 1	mouse_QAOWB	2019-06-09	82	6	SLC17a8+	5660	IT	L6 IT_2	0.67	L6 IT_2 (67.4%), L6 IT_1 (30.6%)	L6 IT VISp Penk Col27a1 (96.0%)	2113	144.6	Fede	21	1222.3	447.3	556.1	1534.836		
1196	20190830_sample_2	20190830_slice_2	2019-08-30	Sample 2	mouse_QAOWB	2019-06-09	82	6	SLC17a8+	7043	IT	L6 IT_1	0.57	L6 IT_1 (56.7%), L2/3 IT_3 (19.9%), L5 IT_3 (14.1%)	L5 IT ALM Npw (45.0%), L6 IT VISp Col18a1 (15.0%), L5 IT VISp Col27a1 (15.0%)	2266	230.35	Fede	14	989.7	359.3	488.2	1347.432	y	
1197	20190830_sample_3	20190830_slice_3	2019-08-30	Sample 3	mouse_QAOWB	2019-06-09	82	5	SLC17a8+	1983	low quality					1540	58.51	Fede	26	467.3	171.4	503.6	1389.936		
1198	20190830_sample_4	20190830_slice_3	2019-08-30	Sample 4	mouse_QAOWB	2019-06-09	82	6	SLC17a8+	2197	low quality					1531	59.2	Fede	11	954.8	347.4	503.6	1389.936		
1199	20190830_sample_6	20190830_slice_5	2019-08-30	Sample 6	mouse_QAOWB	2019-06-09	82	5	SLC17a8+	7499	IT	L4/5 IT_1	0.75	L4/5 IT_1 (75.3%), L4/5 IT_2 (23.6%)	L4 IT VISp Rspo1 (98.0%)	1739	218.46	Fede	14	403.6	140.6	526.2	1452.312	y	
1200	20190830_sample_8	20190830_slice_7	2019-08-30	Sample 8	mouse_QAOWB	2019-06-09	82	5	SLC17a8+	5845	IT	L4/5 IT_1	0.81	L4/5 IT_1 (81.1%), L2/3 IT_3 (12.9%), L4/5 IT_2 (4.0%)	L5 IT ALM Pld5 (52.0%), L4 IT VISp Rspo1 (48.0%)	2245	80.65	Fede	25	488.9	177	543.9	1501.164		
1201	20190830_sample_9	20190830_slice_7	2019-08-30	Sample 9	mouse_QAOWB	2019-06-09	82	6	SLC17a8+	5827	NP	L5/6 NP_1	0.7	L5/6 NP_1 (69.7%), L5/6 NP_2 (29.6%)	L5 NP VISp Trhr Met (58.0%), L5 NP ALM Trhr Nefl (42.0%)	2188	90.96	Fede	10	684.1	247.7	543.9	1501.164	y	
1202	20190904_sample_1	20190904_slice_1	2019-09-04	Sample 1	mouse_NUHHS	2019-06-30	66	5	VIP+	1134	low quality					1690	65.65	Fede	30	819.7	296.3	533	1471.08		
1203	20190904_sample_2	20190904_slice_2	2019-09-04	Sample 2	mouse_NUHHS	2019-06-30	66	5	VIP+	5373	Vip	Vip Gpc3	0.99	Vip Gpc3 (98.6%)	Vip Gpc3 Slc18a3 (86.0%), Vip Arhgap36 Hmcn1 (10.0%)	1945	121.03	Fede	30	1178.9	428.1	609.9	1683.324		
1204	20190904_sample_3	20190904_slice_3	2019-09-04	Sample 3	mouse_NUHHS	2019-06-30	66	1	VIP+	6275	Vip	Vip Sncg	0.48	Vip Sncg (47.6%), Vip Mybpc1_2 (45.1%), Vip C1ql1 (2.1%)	Vip Crispld2 Htr2c (50.0%), Vip Col15a1 Pde1a (25.0%), Vip Rspo1 Itga4 (24.0%)	2018	118.81	Fede	30	95.8	34.1	559.3	1543.668	y	
1205	20190904_sample_4	20190904_slice_4	2019-09-04	Sample 4	mouse_NUHHS	2019-06-30	66	5	VIP+	8713	Vip	Vip Gpc3	0.91	Vip Gpc3 (90.9%), Vip C1ql1 (9.1%)	Vip Arhgap36 Hmcn1 (100.0%)	2104	203.17	Fede	31	1007.9	370.6	535.8	1478.808		
1206	20190904_sample_5	20190904_slice_5	2019-09-04	Sample 5	mouse_NUHHS	2019-06-30	66	5	VIP+	6441	Vip	Vip Mybpc1_3	0.9	Vip Mybpc1_3 (89.6%), Vip Chat_1 (8.4%)	Vip Lect1 Oxtr (54.0%), Vip Ptprt Pkp2 (30.0%), Vip Igfbp4 Mab21l1 (16.0%)	1998	147.07	Fede	40	1068.1	393.6	612.4	1690.224	y	
1207	20190904_sample_7	20190904_slice_7	2019-09-04	Sample 7	mouse_NUHHS	2019-06-30	66	6	VIP+	4821	Vip	Vip Chat_1	0.55	Vip Chat_1 (54.9%), Vip Gpc3 (26.3%), Vip Mybpc1_3 (13.1%)	Vip Gpc3 Slc18a3 (67.0%), Vip Ptprt Pkp2 (33.0%)	1754	75.65	Fede	32	1714.4	629.5	662	1827.12	y	
1208	20190905_sample_1	20190905_slice_1	2019-09-05	Sample 1	mouse_GSFFC	2019-05-30	98	5	SST+	1933	low quality					1512	120.66	Fede	53	1117.2	395.5	533.3	1471.908	y	
1209	20190905_sample_3	20190905_slice_3	2019-09-05	Sample 3	mouse_GSFFC	2019-05-30	98	5	SST+	11539	Sst	Sst Hpse	0.95	Sst Hpse (94.7%), Sst Htr1a (4.0%)	Sst Hpse Cbln4 (100.0%)	2099	414.01	Fede	40	526.6	196.8	477.6	1318.176		
1210	20190906_sample_1	20190906_slice_1	2019-09-06	Sample 1	mouse_GSHJT	2019-07-02	66	5	VIAAT+	7770	Lamp5	Lamp5 Slc35d3	0.95	Lamp5 Slc35d3 (94.7%), Lamp5 Pdlim5_2 (5.3%)	Lamp5 Lsp1 (100.0%)	2252	115.2	Fede	52	769.4	280.8	568.7	1569.612	y	
1211	20190906_sample_5	20190906_slice_3	2019-09-06	Sample 5	mouse_GSHJT	2019-07-02	66	5	VIAAT+	6548	CT	L6 CT Cpa6	0.67	L6 CT Cpa6 (66.6%), L6 CT Pou3f2 (19.4%), L6 CT Grp (12.7%)	L6 CT VISp Ctxn3 Brinp3 (100.0%)	2177	131.1	Fede	10	1220.7	448.3	591.7	1633.092	y	
1212	20190906_sample_6	20190906_slice_4	2019-09-06	Sample 6	mouse_GSHJT	2019-07-02	66	6	VIAAT+	6188	Lamp5	Lamp5 Slc35d3	0.99	Lamp5 Slc35d3 (98.9%)	Lamp5 Lsp1 (100.0%)	2126	121.78	Fede	42	1419.7	517.3	645.7	1782.132	y	
1213	20190910_sample_1	20190910_slice_1	2019-09-10	Sample 1	mouse_OOATG	2019-07-21	51	1	VIP-	3779	Lamp5	Lamp5 Egln3_3	0.43	Lamp5 Egln3_3 (43.4%), Lamp5 Egln3_2 (33.6%), Lamp5 Pdlim5_1 (10.6%)	Lamp5 Ntn1 Npy2r (93.0%), Lamp5 Fam19a1 Tmem182 (7.0%)	1894	100.12	Fede	41	66.9	24.2	529.4	1461.144	y	
1214	20190910_sample_2	20190910_slice_2	2019-09-10	Sample 2	mouse_OOATG	2019-07-21	51	5	VIP+	7851	Vip	Vip Htr1f	0.98	Vip Htr1f (98.1%)	Vip Chat Htr1f (100.0%)	1856	223.5	Fede	26	471.8	168.8	505.5	1395.18	y	
1215	20190910_sample_3	20190910_slice_3	2019-09-10	Sample 3	mouse_OOATG	2019-07-21	51	6	VIP+	8362	Vip	Vip Mybpc1_3	0.66	Vip Mybpc1_3 (65.9%), Vip Chat_1 (33.4%)	Vip Ptprt Pkp2 (91.0%), Vip Lect1 Oxtr (9.0%)	1977	186.49	Fede	46	1316.3	477.3	511.3	1411.188		
1216	20190910_sample_4	20190910_slice_4	2019-09-10	Sample 4	mouse_OOATG	2019-07-21	51	2/3	VIP+	5959	Vip	Vip Sncg	0.98	Vip Sncg (98.4%)	Vip Col15a1 Pde1a (99.0%)	1992	133.12	Fede	40	234.6	82.1	560.7	1547.532		
1217	20190910_sample_6	20190910_slice_5	2019-09-10	Sample 6	mouse_OOATG	2019-07-21	51	6	VIP+	3099	Vip	Vip Serpinf1_2	0.45	Vip Serpinf1_2 (45.0%), Sncg Col14a1 (29.0%), Vip Htr1f (10.7%)	Serpinf1 Clrn1 (70.0%), Serpinf1 Aqp5 Vip (13.0%), Vip Chat Htr1f (11.0%)	1743	55.68	Fede	30	1227.6	449.7	520.7	1437.132	y	
1218	20190911_sample_3	20190911_slice_3	2019-09-11	Sample 3	mouse_DFYAE	2019-07-13	60	5	SLC17a8+	5427	NP	L5/6 NP_2	0.96	L5/6 NP_2 (96.1%)	L5 NP ALM Trhr Nefl (97.0%)	2178	106.98	Fede	20	717.1	265.2	553.1	1526.556		
1219	20190911_sample_4	20190911_slice_4	2019-09-11	Sample 4	mouse_DFYAE	2019-07-13	60	5	SLC17a8+	1667	IT	L5 IT_1	0.23	L5 IT_1 (23.4%), L5 IT_3 (14.1%), L5 IT_2 (10.7%)	L4 IT VISp Rspo1 (62.0%), L5 IT VISp Col6a1 Fezf2 (8.0%), L5 IT VISp Hsd11b1 Endou (7.0%)	1516	59.31	Fede	35	1015.3	369.4	575.9	1589.484		
1220	20190911_sample_6	20190911_slice_5	2019-09-11	Sample 6	mouse_DFYAE	2019-07-13	60	5	SLC17a8+	2246	low quality					1850	68.41	Fede	25	1019	369.5	570.2	1573.752		
1221	20190911_sample_7	20190911_slice_6	2019-09-11	Sample 7	mouse_DFYAE	2019-07-13	60	6	SLC17a8+	963	low quality					1503	80.51	Fede	17	1377	503.6	572.9	1581.204		
1222	20190911_sample_9	20190911_slice_8	2019-09-11	Sample 9	mouse_DFYAE	2019-07-13	60	5	SLC17a8+	5785	CT	L6 CT Cpa6	0.75	L6 CT Cpa6 (75.1%), L6 CT Pou3f2 (21.4%)	L6 CT ALM Cpa6 (69.0%), L6 CT ALM Nxph2 Sla (28.0%)	1586	454.51	Fede	20	1254.8	458.7	600.5	1657.38	y	
1223	20190912_sample_1	20190912_slice_1	2019-09-12	Sample 1	mouse_WADVB	2019-07-02	72	5	VIAAT+	2886	CT	L6 CT Cpa6	0.6	L6 CT Cpa6 (59.6%), L6 CT Grp (12.1%), L5/6 NP CT (9.4%)	L6 CT ALM Cpa6 (51.0%), L6 CT VISp Ctxn3 Brinp3 (47.0%)	1549	114.24	Fede	20	932	334.8	500.5	1381.38	y	
1224	20190912_sample_2	20190912_slice_2	2019-09-12	Sample 2	mouse_WADVB	2019-07-02	72	6	VIAAT+	8016	CT	L6b Shisa6_1	0.81	L6b Shisa6_1 (80.7%), L6b Col6a1 (14.9%)	L6b VISp Col8a1 Rxfp1 (53.0%), L6b ALM Olfr111 Spon1 (47.0%)	2487	277.88	Fede	15	1261.5	463.2	496.2	1369.512	y	
1225	20190912_sample_3	20190912_slice_3	2019-09-12	Sample 3	mouse_WADVB	2019-07-02	72	5	VIAAT+	6487	CT	L6 CT Cpa6	0.54	L6 CT Cpa6 (54.4%), L6 CT Pou3f2 (30.9%), L6 CT Grp (13.1%)	L6 CT ALM Nxph2 Sla (69.0%), L6 CT ALM Cpa6 (19.0%), L6 CT VISp Ctxn3 Brinp3 (8.0%)	2057	300.54	Fede	42	1019.3	362.9	523	1443.48		
1226	20190912_sample_4	20190912_slice_3	2019-09-12	Sample 4	mouse_WADVB	2019-07-02	72	6	VIAAT+	6819	Lamp5	Lamp5 Slc35d3	0.95	Lamp5 Slc35d3 (95.0%)	Lamp5 Lsp1 (100.0%)	2225	200.26	Fede	30	1391.7	503.4	523	1443.48		
1227	20190912_sample_6	20190912_slice_5	2019-09-12	Sample 6	mouse_WADVB	2019-07-02	72	5	VIAAT+	5310	NP	L5/6 NP CT	0.41	L5/6 NP CT (41.0%), L6 CT Pou3f2 (31.1%), L6 CT Grp (23.3%)	L6 CT VISp Nxph2 Wls (97.0%)	2147	121.1	Fede	31	753.3	272.9	557.3	1538.148	y	
1228	20190912_sample_8	20190912_slice_7	2019-09-12	Sample 8	mouse_WADVB	2019-07-02	72	6	VIAAT+	6396	CT	L6 CT Pou3f2	0.71	L6 CT Pou3f2 (70.9%), L6 CT Cpa6 (12.9%), L6 CT Grp (12.4%)	L6 CT ALM Nxph2 Sla (38.0%), L6 CT VISp Ctxn3 Brinp3 (37.0%), L6 CT ALM Cpa6 (24.0%)	1857	127.88	Fede	35	1000.6	366.9	547.5	1511.1	y	
1229	20190912_sample_10	20190912_slice_9	2019-09-12	Sample 10	mouse_WADVB	2019-07-02	72	5	VIAAT+	4900	Pvalb	Pvalb Vipr2_2	0.95	Pvalb Vipr2_2 (94.6%), Pvalb Gpr149 (2.4%)	Pvalb Vipr2 (100.0%)	2078	87.86	Fede	31	1209.8	435.9	617.4	1704.024	y	
1230	20190917_sample_1	20190917_slice_1	2019-09-17	Sample 1	mouse_JEJAV	2019-07-02	77	5	VIAAT+	2605	CT	L6 CT Pou3f2	0.3	L6 CT Pou3f2 (30.0%), L6 CT Cpa6 (24.7%), L6 CT Grp (16.9%)	L6 CT VISp Ctxn3 Brinp3 (63.0%), L6 CT VISp Nxph2 Wls (22.0%), L6 CT ALM Cpa6 (13.0%)	1603	85.01	Fede	33	824.1	298.5	478.9	1321.764		
1231	20190917_sample_2	20190917_slice_2	2019-09-17	Sample 2	mouse_JEJAV	2019-07-02	77	5	VIAAT+	6785	Lamp5	Lamp5 Slc35d3	0.92	Lamp5 Slc35d3 (92.4%), Lamp5 Pdlim5_2 (6.7%)	Lamp5 Lsp1 (100.0%)	2004	117.07	Fede	30	708.7	255.9	485.9	1341.084	y	
1232	20190917_sample_3	20190917_slice_3	2019-09-17	Sample 3	mouse_JEJAV	2019-07-02	77	5	VIAAT-	7719	IT	L4/5 IT_2	0.8	L4/5 IT_2 (80.1%), L4/5 IT_1 (13.3%), L5 IT_1 (2.1%)	L4 IT VISp Rspo1 (91.0%), Microglia Siglech (5.0%)	2316	164.66	Fede	22	409.4	147.5	486.5	1342.74	y	
1233	20190919_sample_1	20190919_slice_1	2019-09-19	Sample 1	mouse_FMODM	2019-07-02	79	5	VIAAT+	879	low quality					1561	61.7	Fede	33	1049.6	385.1	458	1264.08		
1234	20190919_sample_4	20190919_slice_4	2019-09-19	Sample 4	mouse_FMODM	2019-07-02	79	6	VIAAT+	7320	Lamp5	Lamp5 Slc35d3	0.96	Lamp5 Slc35d3 (96.1%)	Lamp5 Lsp1 (100.0%)	2237	139.58	Fede	33	1106.3	406.1	526	1451.76		
1235	20190919_sample_5	20190919_slice_5	2019-09-19	Sample 5	mouse_FMODM	2019-07-02	79	6	VIAAT+	7835	CT	L6b Shisa6_2	0.98	L6b Shisa6_2 (97.9%)	L6b VISp Mup5 (57.0%), L6b ALM Olfr111 Spon1 (43.0%)	2368	159.4	Fede	21	1377.3	509.3	560.4	1546.704	y	
1236	20190924_sample_1	20190924_slice_1	2019-09-24	Sample 1	mouse_XTXOH	2019-06-16	100	5	SST+	6779	Sst	Sst Th_1	0.69	Sst Th_1 (68.7%), Sst C1ql3_1 (25.4%), Sst C1ql3_2 (3.4%)	Sst Rxfp1 Prdm8 (100.0%)	2086	302.65	Fede	34	849.1	313.2	484.7	1337.772		
1237	20190924_sample_2	20190924_slice_2	2019-09-24	Sample 2	mouse_XTXOH	2019-06-16	100	5	SST+	7085	Sst	Sst C1ql3_2	1	Sst C1ql3_2 (99.7%)	Sst Rxfp1 Eya1 (81.0%), Sst Tac2 Tacstd2 (19.0%)	2222	203.79	Fede	45	1004.5	363.9	503.6	1389.936	y	
1238	20190924_sample_3	20190924_slice_3	2019-09-24	Sample 3	mouse_XTXOH	2019-06-16	100	5	SST+	8855	IT	L2/3 IT_3	0.9	L2/3 IT_3 (90.4%), L5 PT_4 (2.6%), L5 IT_1 (1.4%)	L2/3 IT VISp Agmat (63.0%), L2/3 IT ALM Ptrf (37.0%)	2301	247.41	Fede	20	188.4	67.4	463.9	1280.364		
1239	20190924_sample_4	20190924_slice_4	2019-09-24	Sample 4	mouse_XTXOH	2019-06-16	100	5	SST+	5279	Sst	Sst Myh8_1	0.98	Sst Myh8_1 (97.9%)	Sst Chrna2 Glra3 (99.0%)	1897	117.39	Fede	35	1030.9	374.1	533.5	1472.46		
1240	20190924_sample_5	20190924_slice_5	2019-09-24	Sample 5	mouse_XTXOH	2019-06-16	100	5	SST+	5067	Sst	Sst Myh8_1	0.97	Sst Myh8_1 (97.0%)	Sst Chrna2 Glra3 (100.0%)	2124	121.42	Fede	45	832	305.4	517.2	1427.472		
1241	20190924_sample_6	20190924_slice_6	2019-09-24	Sample 6	mouse_XTXOH	2019-06-16	100	5	SST+	5869	Sst	Sst Hpse	1	Sst Hpse (99.7%)	Sst Hpse Cbln4 (99.0%)	2234	112.44	Fede	25	550.9	203.7	451.1	1245.036		
